Time,Source_mode,Source_711-083,Source_711-084,Name_mode,Name_710-131,Name_710-132,Name_710-135,Name_710-170,Name_711-083,Name_711-084,Type_mode,Type_PDM,Type_TRAIN_DRIVER,Type_WARNING,Complete_code_mode,Complete_code_2-19,Complete_code_5-1,Complete_code_5-10,Complete_code_5-11,Complete_code_5-12,Complete_code_5-13,Complete_code_5-14,Complete_code_5-15,Complete_code_5-16,Complete_code_5-17,Complete_code_5-20,Complete_code_5-21,Complete_code_5-3,Complete_code_5-31,Complete_code_5-32,Complete_code_5-33,Complete_code_5-34,Complete_code_5-35,Complete_code_5-36,Complete_code_5-5,Complete_code_5-7,Complete_code_5-9,Complete_code_5-90,Complete_code_5-98,Complete_code_5-99,Master_mode,Master_711-083,Master_Master Assente,Master_711-084,Speed_mean,Criticality_mode,Criticality_ratio,Criticality_0,Criticality_1,Colour_mode,Colour_azzurro,Colour_giallo,Season,Services,Total_KM,R4_progr_count,RD_progr_count,RP_progr_count,RT_progr_count,VI_progr_count,VIS_progr_count,Sched_maint_progr,Corr_maint_progr
2022-04-06,711-084,14,182,710-170,3,62,0,69,11,51,PDM,189,0,7,5-33,4,6,1,4,0,8,1,2,0,0,3,4,14,6,4,46,0,36,4,9,6,13,0,20,5,Master Assente,1,109,86,22.102040816326532,0,0.18877551020408162,159,37,azzurro,155,41,Spring,14,370.0,1,1,1,5,6,1,15,16
2022-04-08,711-084,87,147,711-083,16,47,13,52,58,48,PDM,234,0,0,5-98,3,19,0,3,0,12,1,2,3,0,0,0,18,0,9,18,6,10,1,23,14,42,0,44,6,Master Assente,29,136,69,33.995726495726494,0,0.28205128205128205,168,66,azzurro,162,72,Spring,16,623.0,1,1,1,5,6,1,15,16
2022-04-09,711-084,38,95,710-132,9,42,7,30,22,23,PDM,133,0,0,5-9,3,14,3,4,0,7,2,2,0,0,0,0,4,4,4,6,0,3,1,10,15,32,0,17,2,Master Assente,6,79,48,25.278195488721803,0,0.2857142857142857,95,38,azzurro,91,42,Spring,15,545.8000000000001,1,1,1,5,6,1,15,16
2022-04-10,711-084,28,89,710-170,13,25,8,41,7,23,PDM,117,0,0,5-98,1,13,0,3,0,11,1,2,1,0,0,0,4,11,0,3,0,1,0,24,9,2,0,29,2,Master Assente,3,64,50,29.923076923076923,0,0.38461538461538464,72,45,azzurro,68,49,Spring,14,562.8000000000001,1,1,1,5,6,1,15,16
2022-04-11,711-084,33,133,710-170,7,32,5,52,21,49,PDM,161,0,5,5-98,0,11,4,4,0,9,1,2,4,0,3,2,15,14,1,22,1,10,0,11,2,18,0,22,10,Master Assente,15,98,53,20.313253012048193,0,0.26506024096385544,122,44,azzurro,114,52,Spring,16,385.0,1,1,1,5,6,1,15,16
2022-04-12,711-084,63,129,710-170,16,27,3,74,44,28,PDM,191,0,1,5-9,2,20,3,7,0,7,0,2,0,0,0,1,1,9,0,21,0,12,0,19,16,42,0,25,5,Master Assente,5,122,65,34.994791666666664,0,0.24479166666666666,145,47,azzurro,138,54,Spring,16,623.0,1,1,1,5,6,1,15,16
2022-04-13,711-084,40,130,710-132,4,79,7,25,29,26,PDM,169,0,1,5-98,0,5,2,15,0,6,1,0,0,0,1,0,33,4,0,0,5,14,0,12,7,22,0,37,6,Master Assente,16,105,49,15.941176470588236,0,0.31176470588235294,117,53,azzurro,102,68,Spring,14,562.8000000000001,1,1,1,5,6,1,15,16
2022-04-14,711-084,69,115,710-170,7,37,24,50,38,28,PDM,183,1,0,5-98,5,9,3,1,0,7,1,1,0,1,0,0,23,12,4,6,0,5,9,22,7,18,0,42,8,Master Assente,22,100,62,20.695652173913043,0,0.34782608695652173,120,64,azzurro,119,65,Spring,13,522.6,1,1,1,5,6,1,15,16
2022-04-15,711-084,32,103,711-084,0,37,5,17,27,49,PDM,130,1,4,5-9,1,6,2,2,0,6,1,2,0,1,3,1,20,12,6,4,1,8,0,7,4,29,0,16,3,Master Assente,28,64,43,32.17777777777778,0,0.28888888888888886,96,39,azzurro,94,41,Spring,14,562.8000000000001,1,1,1,5,6,1,15,16
2022-04-16,711-084,37,171,710-132,12,83,7,60,18,28,PDM,199,0,9,5-3,3,16,1,3,0,10,2,2,1,0,5,4,26,13,6,26,0,23,0,6,6,23,0,23,9,Master Assente,12,119,77,27.423076923076923,0,0.2692307692307692,152,56,azzurro,148,60,Spring,15,566.8000000000001,1,1,1,5,6,1,15,16
2022-04-17,711-084,28,155,711-084,11,49,13,45,4,61,PDM,175,0,8,5-98,5,16,0,2,0,10,4,2,1,0,4,4,25,5,4,10,3,20,4,20,0,13,0,29,2,711-084,6,84,93,23.672131147540984,0,0.39344262295081966,111,72,azzurro,108,75,Spring,9,489.0,1,1,1,5,6,1,15,16
2022-04-18,711-084,30,140,710-170,18,34,10,55,2,51,PDM,163,1,6,5-98,4,25,0,1,0,14,3,5,1,1,3,3,18,3,0,18,1,12,0,20,4,4,0,26,4,Master Assente,10,121,39,22.147058823529413,0,0.4411764705882353,95,75,azzurro,93,77,Spring,16,402.8,1,1,1,5,6,1,15,16
2022-04-19,711-084,9,50,710-170,9,11,0,20,0,19,PDM,58,1,0,5-1,3,11,1,0,0,3,1,1,0,1,0,0,7,4,0,3,2,3,0,4,4,1,0,9,1,Master Assente,0,36,23,17.35593220338983,0,0.4745762711864407,31,28,azzurro,31,28,Spring,5,117.5,1,1,1,5,7,1,16,16
2022-04-23,711-083,3,2,710-131,3,0,0,2,0,0,PDM,5,0,0,5-1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Master Assente,0,3,2,10.0,1,0.6,2,3,giallo,2,3,Spring,2,23.3,1,1,1,5,7,1,16,16
2022-04-26,711-084,3,14,710-170,0,5,2,7,1,2,PDM,17,0,0,5-35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,0,0,0,2,0,Master Assente,2,14,1,41.94117647058823,0,0.23529411764705882,13,4,azzurro,13,4,Spring,2,58.599999999999994,1,1,1,5,7,1,16,16
2022-04-27,711-084,24,59,711-084,18,15,2,15,4,29,PDM,83,0,0,5-1,0,21,0,3,0,7,2,2,0,0,0,0,9,0,0,1,1,7,0,11,0,0,0,17,2,Master Assente,4,50,29,17.518072289156628,1,0.5421686746987951,38,45,giallo,35,48,Spring,10,346.6,1,1,1,5,7,1,16,16
2022-04-28,711-084,8,103,710-132,5,39,0,31,3,33,PDM,108,0,3,5-98,2,6,2,3,0,1,1,1,0,0,1,2,19,6,0,6,7,13,3,4,0,2,0,27,5,Master Assente,3,64,44,19.693693693693692,0,0.3153153153153153,76,35,azzurro,73,38,Spring,15,376.4,1,1,1,5,7,1,16,16
2022-04-29,711-084,15,37,711-084,5,15,4,3,6,19,PDM,49,2,1,5-98,2,7,1,2,0,2,1,0,1,2,0,1,3,0,0,0,0,10,0,3,0,3,0,11,3,Master Assente,8,35,9,20.96153846153846,0,0.3269230769230769,35,17,azzurro,32,20,Spring,6,253.0,1,1,1,5,7,1,16,16
2022-04-30,711-084,12,73,710-170,5,17,5,37,2,19,PDM,82,1,2,5-98,4,8,0,0,0,3,2,2,0,1,1,1,8,4,0,3,9,6,4,8,3,0,0,18,0,Master Assente,4,42,39,18.611764705882354,0,0.3764705882352941,53,32,azzurro,53,32,Spring,16,412.0,1,1,1,5,7,1,16,16
2022-05-01,711-084,20,115,710-170,15,39,4,44,1,32,PDM,129,0,6,5-35,0,21,0,3,0,9,1,1,0,0,3,3,5,12,0,14,4,23,0,8,8,5,3,11,1,Master Assente,5,86,44,20.31111111111111,0,0.26666666666666666,99,36,azzurro,96,39,Spring,16,407.4,1,1,1,5,7,1,16,16
2022-05-02,711-084,36,57,711-084,26,17,3,11,7,29,PDM,91,0,2,5-1,5,27,0,1,0,0,1,2,0,0,1,1,2,9,1,5,1,3,0,13,3,1,0,17,0,Master Assente,7,60,26,18.172043010752688,1,0.5376344086021505,43,50,giallo,42,51,Spring,17,427.8,1,1,1,5,7,1,16,16
2022-05-10,711-084,82,149,710-170,13,39,28,68,41,42,PDM,229,0,2,5-98,1,14,2,2,0,4,1,1,1,0,1,1,40,4,2,35,0,6,1,32,2,24,0,52,5,Master Assente,23,116,92,28.251082251082252,0,0.3939393939393939,140,91,azzurro,137,94,Spring,14,357.90000000000003,1,1,1,5,7,1,16,16
2022-05-11,711-084,67,113,711-084,8,31,25,37,34,45,PDM,180,0,0,5-98,2,9,1,0,0,3,0,1,3,0,0,0,14,8,0,13,3,13,0,22,0,25,0,46,17,Master Assente,35,73,72,31.38888888888889,0,0.2722222222222222,131,49,azzurro,128,52,Spring,15,381.2,1,1,1,5,7,1,16,16
2022-05-12,711-084,22,92,710-132,19,40,2,31,1,21,PDM,112,0,2,5-1,3,23,0,2,0,8,1,2,0,0,1,1,10,0,0,20,0,14,0,9,0,0,3,15,2,711-084,2,56,56,14.403508771929825,0,0.42105263157894735,66,48,azzurro,64,50,Spring,16,389.1,1,1,1,5,7,1,16,16
2022-05-13,711-084,60,104,711-083,4,30,10,31,46,43,PDM,160,0,4,5-9,2,7,1,2,0,9,3,2,1,0,2,2,12,14,6,2,0,10,5,18,4,34,0,24,4,Master Assente,22,91,51,24.676829268292682,0,0.27439024390243905,119,45,azzurro,116,48,Spring,7,494.3,1,1,1,5,7,1,16,16
2022-05-14,711-084,40,83,710-170,5,19,3,33,32,31,PDM,123,0,0,5-9,0,12,3,2,0,7,6,2,0,0,0,0,0,3,4,4,0,11,0,12,5,32,0,15,5,Master Assente,14,79,30,21.317073170731707,0,0.2845528455284553,88,35,azzurro,86,37,Spring,13,345.0,1,1,1,5,7,1,16,16
2022-05-16,711-084,31,115,710-170,0,22,5,48,26,45,PDM,138,2,6,5-9,3,2,1,1,0,15,2,1,1,2,3,3,10,12,3,12,4,18,0,6,0,25,0,20,2,Master Assente,16,79,51,12.89041095890411,0,0.17123287671232876,121,25,azzurro,119,27,Spring,16,410.59999999999997,1,1,1,5,7,1,16,16
2022-05-18,711-084,28,77,711-084,8,20,10,28,10,29,PDM,104,1,0,5-98,1,12,0,0,0,3,2,2,1,1,0,0,14,1,0,2,5,6,0,11,0,9,9,23,3,711-084,2,51,52,20.2,0,0.4,63,42,azzurro,62,43,Spring,16,343.3,1,1,1,5,7,1,16,16
2022-05-19,711-084,3,62,710-132,0,30,0,18,3,14,PDM,63,0,2,5-35,5,2,3,5,0,6,0,1,0,0,1,1,6,1,0,2,3,10,0,4,0,2,0,4,9,711-084,3,30,32,25.16923076923077,0,0.3230769230769231,44,21,azzurro,39,26,Spring,16,379.9,1,1,1,5,7,1,16,16
2022-05-20,711-084,17,91,710-170,3,27,2,45,12,19,PDM,105,1,2,5-35,2,6,2,2,0,9,3,1,1,1,1,1,4,8,6,7,0,13,1,10,6,10,0,11,3,Master Assente,0,68,40,29.60185185185185,0,0.25925925925925924,80,28,azzurro,77,31,Spring,6,411.1,1,1,1,5,7,1,16,16
2022-05-22,711-084,45,99,710-170,2,29,8,37,35,33,PDM,142,0,2,5-9,3,5,2,5,0,1,1,1,0,0,2,0,8,5,10,11,2,13,0,6,3,44,0,18,4,Master Assente,8,100,36,20.520833333333332,0,0.18055555555555555,118,26,azzurro,113,31,Spring,17,397.6,1,1,1,5,7,1,16,16
2022-05-23,711-084,0,53,710-170,0,13,0,21,0,19,PDM,50,1,2,5-3,1,1,0,6,0,3,0,1,0,1,1,1,7,4,0,7,0,6,0,3,1,0,0,6,4,Master Assente,0,38,15,24.830188679245282,0,0.24528301886792453,40,13,azzurro,34,19,Spring,7,159.5,1,1,1,5,7,1,16,16
2022-05-24,711-084,67,107,711-083,3,23,9,47,55,37,PDM,172,0,2,5-9,1,7,0,2,0,12,2,3,3,0,1,1,10,5,6,5,0,13,0,14,4,60,0,21,4,Master Assente,37,95,42,13.982758620689655,0,0.21264367816091953,137,37,azzurro,132,42,Spring,14,422.0,1,1,1,5,7,1,16,16
2022-05-25,711-084,43,87,710-170,2,18,16,39,25,30,PDM,126,1,3,5-98,6,2,0,0,0,1,0,0,1,1,2,1,19,6,0,9,3,9,0,6,2,22,0,35,5,Master Assente,20,81,29,20.815384615384616,0,0.25384615384615383,97,33,azzurro,96,34,Spring,16,597.8000000000001,1,1,1,5,7,1,16,16
2022-05-26,711-084,36,122,710-170,2,30,16,49,18,43,PDM,156,0,2,5-98,1,3,0,2,0,7,1,1,1,0,2,0,24,3,3,6,6,14,0,11,5,1,0,56,11,Master Assente,28,81,49,29.196202531645568,0,0.25949367088607594,117,41,azzurro,114,44,Spring,16,623.0,1,1,1,5,7,1,16,16
2022-05-27,711-084,47,118,710-170,0,32,15,52,32,34,PDM,163,0,2,5-98,1,5,5,6,0,10,2,1,0,0,1,1,16,4,0,9,0,15,0,9,4,21,0,41,14,Master Assente,29,99,37,34.10909090909091,0,0.23636363636363636,126,39,azzurro,120,45,Spring,14,562.8000000000001,1,1,1,5,7,1,16,16
2022-05-28,711-084,19,93,710-170,3,28,6,35,10,30,PDM,112,0,0,5-98,1,3,0,0,0,3,0,0,3,0,0,0,14,14,8,0,1,9,0,9,5,2,0,32,8,711-084,0,55,57,31.392857142857142,0,0.24107142857142858,85,27,azzurro,82,30,Spring,13,522.6,1,1,1,5,7,1,16,16
2022-05-29,711-084,28,80,710-170,0,33,2,36,26,11,PDM,108,0,0,5-9,0,0,0,0,0,8,3,0,1,0,0,0,0,3,0,19,4,8,10,8,4,23,0,16,1,Master Assente,10,72,26,20.26851851851852,0,0.10185185185185185,97,11,azzurro,96,12,Spring,13,522.6,1,1,1,5,7,1,16,16
2022-05-30,711-084,13,74,710-132,1,35,2,17,10,22,PDM,86,0,1,5-98,3,5,2,3,1,8,3,3,0,0,0,0,5,2,0,3,0,7,0,7,4,5,0,18,8,Master Assente,10,44,33,37.206896551724135,0,0.3218390804597701,59,28,azzurro,56,31,Spring,14,562.8000000000001,1,1,1,5,7,1,16,16
2022-05-31,711-084,29,89,710-170,1,19,3,46,25,24,PDM,116,0,2,5-9,2,4,2,0,0,10,1,0,0,0,1,1,11,5,3,7,0,13,1,8,4,27,0,17,1,Master Assente,7,76,35,26.305084745762713,0,0.23728813559322035,90,28,azzurro,90,28,Spring,13,522.6,1,1,1,5,7,1,16,16
2022-06-01,711-084,57,153,710-170,3,33,20,61,34,59,PDM,208,1,1,5-98,5,9,1,2,0,14,3,3,1,1,0,1,25,1,5,18,0,16,1,14,4,31,0,46,9,Master Assente,27,131,52,30.3,0,0.2857142857142857,150,60,azzurro,147,63,Summer,14,562.8000000000001,1,1,1,5,7,1,16,16
2022-06-02,711-084,24,139,710-132,1,51,6,47,17,41,PDM,156,2,5,5-98,5,6,0,3,0,8,3,1,1,2,2,3,14,16,12,9,1,4,5,19,7,11,0,27,4,Master Assente,6,89,68,32.59509202453988,0,0.294478527607362,115,48,azzurro,111,52,Summer,14,509.00000000000006,1,1,1,5,7,1,16,16
2022-06-03,711-084,8,90,710-170,0,32,6,37,2,21,PDM,93,0,5,5-98,2,2,0,1,0,2,1,1,1,0,4,1,12,2,6,9,9,13,0,10,3,1,0,17,1,Master Assente,4,51,43,29.551020408163264,0,0.2857142857142857,70,28,azzurro,68,30,Summer,12,412.0,1,1,1,5,7,1,16,16
2022-06-04,711-084,63,72,711-083,0,20,18,10,45,42,PDM,133,0,2,5-9,6,3,0,1,0,11,1,1,0,0,1,1,7,6,0,9,4,6,1,11,0,52,0,12,2,Master Assente,32,67,36,14.022222222222222,0,0.21481481481481482,106,29,azzurro,105,30,Summer,14,424.0,1,1,1,5,7,1,16,16
2022-06-05,711-083,44,19,711-083,2,5,1,10,41,4,PDM,63,0,0,5-9,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6,0,1,2,42,0,4,1,Master Assente,8,50,5,24.88888888888889,0,0.09523809523809523,57,6,azzurro,57,6,Summer,10,482.5,1,1,1,5,7,1,16,16
2022-06-06,711-084,40,59,711-083,4,19,0,19,36,21,PDM,99,0,0,5-9,1,7,0,1,0,7,2,2,2,0,0,0,7,4,0,4,0,6,1,2,0,29,0,17,7,Master Assente,18,62,19,16.0,0,0.21212121212121213,78,21,azzurro,75,24,Summer,6,320.1,1,1,1,5,7,1,16,16
2022-06-07,711-084,57,149,711-084,6,37,9,47,42,65,PDM,203,0,3,5-9,2,11,1,3,0,15,4,7,0,0,2,1,9,7,2,27,2,20,0,12,3,52,0,18,8,Master Assente,10,151,45,19.20873786407767,0,0.22330097087378642,160,46,azzurro,157,49,Summer,15,444.8,1,1,1,5,7,1,16,16
2022-06-08,711-084,12,41,710-132,1,18,0,8,11,15,PDM,49,0,4,5-9,0,2,0,0,0,3,1,0,1,0,3,1,3,0,1,3,5,1,1,7,1,11,0,9,0,Master Assente,3,35,15,13.547169811320755,0,0.24528301886792453,40,13,azzurro,39,14,Summer,5,112.9,1,1,1,5,7,1,16,16
2022-06-09,711-084,36,195,710-170,3,71,17,75,16,49,PDM,227,0,4,5-98,1,6,2,2,0,9,2,1,2,0,2,2,46,6,0,20,6,11,0,14,0,8,0,74,17,Master Assente,25,145,61,42.878787878787875,0,0.3116883116883117,159,72,azzurro,155,76,Summer,16,623.0,1,1,1,5,7,1,16,16
2022-06-10,711-084,5,43,710-132,3,27,1,9,1,7,PDM,48,0,0,5-98,0,2,1,0,0,2,0,0,0,0,0,0,3,0,0,1,0,8,0,12,2,2,0,15,0,Master Assente,5,40,3,29.833333333333332,0,0.375,30,18,azzurro,30,18,Summer,4,102.8,1,1,1,5,7,1,16,16
2022-06-11,711-084,40,126,710-132,2,46,5,36,33,44,PDM,158,1,7,5-9,5,4,2,0,0,4,0,0,0,1,3,4,18,7,6,31,0,7,0,12,7,33,0,19,3,Master Assente,12,78,76,28.02409638554217,0,0.2469879518072289,125,41,azzurro,125,41,Summer,12,424.40000000000003,1,1,1,5,7,1,16,16
2022-06-12,711-084,20,114,710-170,1,43,2,43,17,28,PDM,134,0,0,5-98,2,4,0,2,0,8,3,2,1,0,0,0,14,6,2,9,6,21,0,8,4,15,0,23,4,Master Assente,8,77,49,27.17910447761194,0,0.2462686567164179,101,33,azzurro,98,36,Summer,15,545.8000000000001,1,1,1,5,7,1,16,16
2022-06-13,711-084,16,126,711-084,2,47,7,22,7,57,PDM,141,1,0,5-98,1,4,1,0,0,8,0,1,0,1,0,0,14,0,0,6,0,21,0,17,2,14,0,48,4,711-084,4,67,71,34.894366197183096,0,0.2676056338028169,104,38,azzurro,104,38,Summer,15,566.8000000000001,1,1,1,5,7,1,16,16
2022-06-14,711-084,0,34,711-084,0,13,0,7,0,14,PDM,31,0,3,5-9,0,1,0,0,0,3,1,1,0,0,2,1,4,0,0,6,0,4,0,0,0,6,0,5,0,Master Assente,0,21,13,3.3823529411764706,0,0.20588235294117646,27,7,azzurro,27,7,Summer,3,65.9,1,1,1,5,7,1,16,16
2022-06-15,711-084,23,111,711-084,3,26,10,37,10,48,PDM,133,0,1,5-98,1,3,1,2,0,3,0,1,0,0,0,1,24,3,3,8,1,25,0,14,0,10,0,31,3,711-084,3,63,68,27.41044776119403,0,0.3283582089552239,90,44,azzurro,88,46,Summer,14,357.90000000000003,1,1,1,5,7,1,16,16
2022-06-16,711-084,45,141,710-170,1,37,23,55,21,49,PDM,185,0,1,5-98,6,2,0,3,0,2,2,1,4,0,0,1,20,2,5,10,3,16,0,35,1,13,3,46,11,Master Assente,24,83,79,30.268817204301076,0,0.3548387096774194,120,66,azzurro,113,73,Summer,15,398.7,1,1,1,5,7,1,16,16
2022-06-21,711-084,23,225,710-170,5,79,7,90,11,56,PDM,244,0,4,5-35,8,10,1,3,0,8,2,2,2,0,2,2,15,9,7,37,1,67,0,20,2,9,0,37,4,711-084,6,109,133,33.645161290322584,0,0.23387096774193547,190,58,azzurro,185,63,Summer,16,623.0,1,1,1,6,7,1,17,16
2022-06-22,711-084,22,117,710-170,3,36,9,44,10,37,PDM,136,1,2,5-98,1,4,0,1,0,2,0,0,0,1,1,1,18,0,0,8,2,28,1,6,7,2,0,44,12,711-084,4,63,72,53.67625899280576,0,0.20863309352517986,110,29,azzurro,109,30,Summer,14,562.8000000000001,1,1,1,6,7,1,17,16
2022-06-23,711-084,3,95,710-132,2,37,0,25,1,33,PDM,95,0,3,5-98,2,5,2,0,0,6,1,3,0,0,2,1,7,0,0,16,0,12,1,10,0,10,0,17,3,Master Assente,0,67,31,15.112244897959183,0,0.30612244897959184,68,30,azzurro,68,30,Summer,13,522.6,1,1,1,6,7,1,17,16
2022-06-24,711-084,70,173,710-170,3,44,18,68,49,61,PDM,240,2,1,5-98,2,4,1,1,0,3,0,0,0,2,1,0,37,0,0,3,5,22,2,38,14,8,0,86,14,Master Assente,5,120,118,38.617283950617285,0,0.3374485596707819,161,82,azzurro,160,83,Summer,15,566.8000000000001,1,1,1,6,7,1,17,16
2022-06-25,711-084,29,193,710-132,2,74,12,57,15,62,PDM,214,1,7,5-98,1,3,0,4,0,4,1,0,0,1,4,3,40,9,6,34,1,32,0,9,5,1,0,55,9,Master Assente,25,115,82,53.05855855855856,0,0.24324324324324326,168,54,azzurro,164,58,Summer,16,549.8000000000001,1,1,1,6,7,1,17,16
2022-06-26,711-084,17,121,711-084,3,43,6,32,8,46,PDM,132,0,6,5-3,3,8,1,5,0,6,0,2,0,0,3,3,26,3,8,11,6,2,7,9,2,5,0,22,6,Master Assente,11,69,58,42.23913043478261,0,0.35507246376811596,89,49,azzurro,84,54,Summer,13,522.6,1,1,1,6,7,1,17,16
2022-06-27,711-084,13,147,710-132,2,55,4,50,7,42,PDM,156,0,4,5-98,2,9,3,5,0,11,3,2,0,0,2,2,24,7,5,12,4,8,1,9,7,6,2,31,5,Master Assente,6,82,72,39.09375,0,0.325,108,52,azzurro,103,57,Summer,14,562.8000000000001,1,1,1,6,7,1,17,16
2022-06-28,711-084,56,104,710-170,7,35,13,43,36,26,PDM,160,0,0,5-9,2,7,1,2,0,5,1,1,0,0,0,0,5,13,1,12,3,10,0,25,1,40,0,26,5,Master Assente,6,101,53,20.6375,0,0.2625,118,42,azzurro,116,44,Summer,15,566.8000000000001,1,1,1,6,7,1,17,16
2022-06-29,711-084,9,88,711-084,2,29,0,23,7,36,PDM,90,1,6,5-98,2,4,2,5,0,6,1,1,2,1,2,4,13,7,0,0,0,5,0,4,0,9,0,24,5,Master Assente,4,68,25,10.082474226804123,0,0.27835051546391754,70,27,azzurro,63,34,Summer,11,320.9,1,1,1,6,7,1,17,16
2022-06-30,711-084,6,36,710-132,1,24,0,4,5,8,PDM,42,0,0,5-3,0,4,0,0,0,5,1,1,1,0,0,0,11,0,0,1,0,2,0,3,0,4,0,9,0,Master Assente,2,25,15,10.142857142857142,0,0.47619047619047616,22,20,azzurro,21,21,Summer,2,73.4,1,1,1,6,7,1,17,16
2022-07-01,711-084,75,174,710-170,2,36,18,83,55,55,PDM,246,0,3,5-98,5,5,0,3,0,6,1,1,0,0,1,2,40,10,0,15,0,17,4,24,6,33,0,66,10,Master Assente,20,126,103,44.971887550200805,0,0.30522088353413657,173,76,azzurro,170,79,Summer,16,586.8000000000001,1,1,1,6,7,1,17,16
2022-07-02,711-084,9,166,710-170,2,46,0,72,7,48,PDM,169,1,5,5-33,1,7,3,1,0,8,4,2,0,1,2,3,17,24,0,32,6,30,0,3,0,6,0,21,4,Master Assente,5,113,57,14.01142857142857,0,0.21142857142857144,138,37,azzurro,137,38,Summer,15,426.8,1,1,1,6,7,1,17,16
2022-07-03,711-084,9,94,710-132,5,45,0,24,4,25,PDM,98,0,5,5-35,2,7,1,1,0,10,1,2,0,0,2,3,10,14,2,16,0,17,0,3,1,5,0,5,1,Master Assente,4,76,23,22.37864077669903,0,0.2524271844660194,77,26,azzurro,76,27,Summer,16,390.9,1,1,1,6,7,1,17,16
2022-07-04,711-084,2,60,711-084,1,15,0,12,1,33,PDM,57,2,3,5-98,1,0,0,0,0,4,1,0,3,2,2,1,6,1,3,2,1,6,0,1,1,5,0,21,1,Master Assente,0,44,18,20.548387096774192,0,0.14516129032258066,53,9,azzurro,50,12,Summer,10,342.59999999999997,1,1,1,6,7,1,17,16
2022-07-05,711-084,12,83,711-084,5,16,4,15,3,52,PDM,92,0,3,5-98,0,7,0,2,0,2,0,1,0,0,2,1,8,0,0,6,0,0,0,24,0,11,0,28,3,711-084,7,42,46,29.589473684210525,0,0.42105263157894735,55,40,azzurro,53,42,Summer,10,346.2,1,1,1,6,7,1,17,16
2022-07-06,711-084,22,90,711-084,0,23,3,22,19,45,PDM,110,0,2,5-9,1,3,0,0,0,7,1,2,0,0,1,1,11,7,1,8,5,10,1,9,1,23,0,18,2,Master Assente,11,76,25,19.839285714285715,0,0.24107142857142858,85,27,azzurro,85,27,Summer,10,385.3,1,1,1,6,7,1,17,16
2022-07-07,711-084,13,82,711-084,3,27,5,14,5,41,PDM,94,1,0,5-33,2,3,1,8,0,1,0,0,0,1,0,0,2,10,0,21,3,2,0,12,1,6,0,20,2,Master Assente,9,61,25,16.905263157894737,0,0.21052631578947367,75,20,azzurro,67,28,Summer,10,285.7,1,1,1,6,7,1,17,16
2022-07-08,711-084,31,107,710-170,0,39,9,47,22,21,PDM,133,0,5,5-98,8,2,0,5,0,4,1,0,0,0,3,2,8,3,5,4,1,1,0,22,0,26,0,34,9,Master Assente,20,71,47,28.355072463768117,0,0.2971014492753623,97,41,azzurro,92,46,Summer,13,428.9,1,1,1,6,7,1,17,16
2022-07-09,711-084,12,114,711-084,5,37,0,37,7,40,PDM,121,2,3,5-98,0,12,1,0,0,5,1,1,1,2,1,2,10,11,2,1,12,5,0,15,2,8,3,29,2,Master Assente,4,99,23,33.111111111111114,0,0.31746031746031744,86,40,azzurro,85,41,Summer,12,425.6,1,1,1,6,7,1,17,16
2022-07-11,711-084,2,103,711-084,0,35,0,13,2,55,PDM,103,0,2,5-98,0,6,1,0,0,11,4,2,0,0,1,1,9,12,0,0,0,3,0,9,0,4,0,37,5,Master Assente,1,76,28,20.895238095238096,0,0.29523809523809524,74,31,azzurro,74,31,Summer,11,320.9,1,1,1,6,7,1,17,16
2022-07-12,711-084,4,57,711-084,0,12,0,20,4,25,PDM,60,0,1,5-98,2,0,2,2,0,2,0,0,0,0,1,0,9,0,0,9,3,5,0,5,5,4,0,10,2,Master Assente,4,29,28,28.42622950819672,0,0.29508196721311475,43,18,azzurro,41,20,Summer,10,328.4,1,1,1,6,7,1,17,16
2022-07-13,711-084,9,71,711-084,0,24,6,11,3,36,PDM,76,0,4,5-98,0,0,0,5,0,1,0,1,0,0,2,2,4,8,0,10,2,11,0,8,0,1,0,23,2,Master Assente,8,43,29,37.25,0,0.1625,67,13,azzurro,62,18,Summer,8,376.4,1,1,1,6,7,1,17,16
2022-07-14,711-084,6,42,710-132,2,18,0,7,4,17,PDM,46,0,2,5-35,0,3,0,0,0,0,1,0,1,0,1,1,4,0,0,0,5,13,4,1,0,3,0,11,0,Master Assente,1,35,12,9.020833333333334,0,0.1875,39,9,azzurro,38,10,Summer,2,73.4,1,1,1,6,7,1,17,16
2022-07-15,711-084,31,128,710-132,0,60,9,24,22,44,PDM,155,0,4,5-98,4,2,0,6,0,9,1,1,0,0,2,2,35,0,0,1,0,8,0,11,4,14,0,49,10,Master Assente,12,75,72,30.31446540880503,0,0.33962264150943394,105,54,azzurro,99,60,Summer,13,456.7,1,1,1,6,7,1,17,16
2022-07-16,711-084,16,146,710-132,2,87,0,33,14,26,PDM,162,0,0,5-99,2,3,1,4,0,5,0,0,3,0,0,0,22,0,4,4,2,26,1,9,3,9,4,28,32,711-084,6,73,83,38.51851851851852,0,0.22839506172839505,125,37,azzurro,118,44,Summer,13,559.1,1,1,1,6,7,1,17,16
